num_execve,num_distinct_children,num_file_opens,num_file_renames,num_file_deletes,num_distinct_files_touched,num_connect,num_distinct_dest_ips,num_setuid,syscall_rate
0,0,10,0,11,1,0,0,0,16.61293176968137
0,0,63,0,0,8,0,0,0,44.71249796738226
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7292.888056599294
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,8212.930254883728
2,11,27,0,0,15,0,0,0,7414.606109277488
2,0,2172,0,0,457,0,0,0,72024.29107010439
2,0,15,0,0,15,0,0,0,5954.520076189835
0,0,13,0,0,10,0,0,0,13000.0
0,0,1,0,0,1,0,0,0,1000.0
10,0,38,0,0,40,0,0,0,10948.715305117887
10,0,145,0,0,139,0,0,0,5002.5414524301395
10,0,33,0,0,33,0,0,0,9066.930605719463
10,0,12,0,0,16,0,0,0,5063.003322941136
0,4,10,0,1,9,0,0,0,62.80484759330339
0,0,1,0,0,1,0,0,0,1000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6860.838562181686
0,2,87,0,0,34,0,0,0,15.793843952621675
0,0,8,0,0,2,0,0,0,1.338425441631861
0,0,11,1,6,10,2,1,0,3.918135491063191
0,8,2,0,0,2,0,0,0,0.3931019606370685
0,0,9,3,0,4,0,0,0,2.3535158191995307
0,0,6,0,0,1,0,0,0,1.1999838690968412
0,0,6,0,0,1,0,0,0,1.1999787990145747
0,0,6,0,0,1,0,0,0,1.1999855857731436
0,0,82,1,0,14,0,0,0,16.599908006629807
0,3,202,0,0,9,0,0,0,40.34148478121271
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,8,0,0,5,0,0,0,6246.325403883497
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,8179.892189020949
2,6,27,0,0,15,0,0,0,7043.293424575556
2,0,2162,0,0,456,0,0,0,64288.65773690081
2,0,15,0,0,15,0,0,0,5844.328405876919
0,0,5,0,6,1,0,0,0,11.00439560678557
0,3,56,0,0,9,0,0,0,46.52591186427527
0,0,1,0,0,1,0,0,0,2000.0
0,2,83,0,0,34,0,0,0,33.37386377318688
0,0,11,0,0,6,0,0,0,11000.0
0,0,10,0,0,5,0,0,0,10000.0
0,0,117,0,0,15,0,0,0,11375.93598673313
10,0,38,0,0,40,0,0,0,8886.224667085924
0,0,114,0,0,15,0,0,0,10591.606244959696
0,0,154,0,0,20,0,0,0,11565.865765510483
10,0,145,0,0,139,0,0,0,4050.411473462083
10,0,33,0,0,33,0,0,0,8709.151799503174
10,0,12,0,0,16,0,0,0,5229.149657074743
0,4,10,0,1,9,0,0,0,61.43365040375898
0,0,9,1,1,10,0,0,0,107.03353559168644
2,0,739,1,2,183,0,0,0,7235.112608303995
0,12,412,0,1,73,0,0,0,2106.7677879837047
0,0,26,0,0,10,0,0,0,6.490493092431067
0,0,10,1,0,8,3,1,0,6.174197148968326
0,0,80,0,0,13,0,0,0,18.495748603639473
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7005.019485629203
0,0,6,0,0,1,0,0,0,5.863169415360717
2,0,988,0,0,221,0,0,0,71771.16221652838
2,0,15,0,0,15,0,0,0,5370.106135409437
0,0,6,0,0,1,0,0,0,0.9999879661448153
0,0,10,0,9,1,0,0,0,3.737717385832505
0,2,162,0,0,9,0,0,0,32.33120840936551
0,0,5,0,0,1,0,0,0,0.9999911878776543
0,0,8,3,0,4,0,0,0,2.199998174441515
0,0,5,0,0,1,0,0,0,0.9999929496497078
0,0,3,0,0,1,0,0,0,3000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,7,0,8,1,0,0,0,16.450515718568116
0,0,17,0,0,13,0,0,0,16.996496546159932
0,0,47,0,0,8,0,0,0,46.82615345680702
0,9,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6358.860153121352
10,0,38,0,0,40,0,0,0,11232.555315069667
10,0,145,0,0,139,0,0,0,5110.939031839106
10,0,33,0,0,33,0,0,0,10225.065583095065
10,0,12,0,0,16,0,0,0,5519.1583785214425
0,4,11,0,1,10,2,1,0,13.924420875204934
0,0,2,0,0,2,0,0,0,2000.0
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,8342.247178930078
2,11,27,0,0,15,0,0,0,6372.484928523792
2,0,2172,0,0,457,0,0,0,70802.57025705828
2,0,15,0,0,15,0,0,0,6061.046864014353
0,0,24,1,0,17,4,1,0,8.677536428472974
0,2,86,0,0,34,0,0,0,18.971596645404336
0,0,2,0,0,1,0,0,0,0.8000671512361376
1,0,13,0,0,14,0,0,0,2950.5761632225017
1,0,13,0,0,14,0,0,0,3540.6573685632115
0,0,26,0,0,10,0,0,0,6.4899863874557395
0,0,10,0,0,1,0,0,0,1.8096666348432566
0,0,6,0,0,1,0,0,0,1.1999752584301315
0,0,6,0,0,1,0,0,0,1.1999660786389093
0,0,6,0,0,1,0,0,0,1.1999646180832642
0,0,8,3,0,4,0,0,0,2.1999584960230054
0,0,82,1,0,14,0,0,0,16.597232876140424
0,3,202,0,0,9,0,0,0,40.360298260726
0,0,7,1,1,4,0,0,0,62.94356945345218
0,1,82,0,0,33,0,0,0,141.9717012205617
0,0,29,0,0,13,0,0,0,28.52746095247957
0,0,8,0,9,1,0,0,0,20.988599844454722
0,0,55,0,0,8,0,0,0,45.68163672340862
0,7,1,0,0,1,0,0,0,1000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6957.183175675832
0,0,10,0,0,2,0,0,0,4198.381943598937
10,0,38,0,0,40,0,0,0,10680.030945389664
10,0,145,0,0,139,0,0,0,5088.654873506545
10,0,33,0,0,33,0,0,0,9116.81201621266
10,0,12,0,0,16,0,0,0,5479.31012496812
0,4,10,0,1,9,0,0,0,61.921144255910946
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7636.891276124533
2,11,27,0,0,15,0,0,0,7418.8511985665755
2,0,2171,0,0,456,0,0,0,73590.19324825385
2,0,15,0,0,15,0,0,0,5547.7035607445805
